Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Adnp_IP04	Peptides Adnp_IP05	Peptides Adnp_IP06	Peptides Chd4BF_IP07	Peptides Chd4BF_IP08	Peptides Chd4BF_IP09	Peptides RBC_ctrl_IP01	Peptides RBC_ctrl_IP02	Peptides RBC_ctrl_IP03	Razor + unique peptides Adnp_IP04	Razor + unique peptides Adnp_IP05	Razor + unique peptides Adnp_IP06	Razor + unique peptides Chd4BF_IP07	Razor + unique peptides Chd4BF_IP08	Razor + unique peptides Chd4BF_IP09	Razor + unique peptides RBC_ctrl_IP01	Razor + unique peptides RBC_ctrl_IP02	Razor + unique peptides RBC_ctrl_IP03	Unique peptides Adnp_IP04	Unique peptides Adnp_IP05	Unique peptides Adnp_IP06	Unique peptides Chd4BF_IP07	Unique peptides Chd4BF_IP08	Unique peptides Chd4BF_IP09	Unique peptides RBC_ctrl_IP01	Unique peptides RBC_ctrl_IP02	Unique peptides RBC_ctrl_IP03	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type Adnp_IP04	Identification type Adnp_IP05	Identification type Adnp_IP06	Identification type Chd4BF_IP07	Identification type Chd4BF_IP08	Identification type Chd4BF_IP09	Identification type RBC_ctrl_IP01	Identification type RBC_ctrl_IP02	Identification type RBC_ctrl_IP03	Sequence coverage Adnp_IP04 [%]	Sequence coverage Adnp_IP05 [%]	Sequence coverage Adnp_IP06 [%]	Sequence coverage Chd4BF_IP07 [%]	Sequence coverage Chd4BF_IP08 [%]	Sequence coverage Chd4BF_IP09 [%]	Sequence coverage RBC_ctrl_IP01 [%]	Sequence coverage RBC_ctrl_IP02 [%]	Sequence coverage RBC_ctrl_IP03 [%]	Intensity	Intensity Adnp_IP04	Intensity Adnp_IP05	Intensity Adnp_IP06	Intensity Chd4BF_IP07	Intensity Chd4BF_IP08	Intensity Chd4BF_IP09	Intensity RBC_ctrl_IP01	Intensity RBC_ctrl_IP02	Intensity RBC_ctrl_IP03	iBAQ	iBAQ Adnp_IP04	iBAQ Adnp_IP05	iBAQ Adnp_IP06	iBAQ Chd4BF_IP07	iBAQ Chd4BF_IP08	iBAQ Chd4BF_IP09	iBAQ RBC_ctrl_IP01	iBAQ RBC_ctrl_IP02	iBAQ RBC_ctrl_IP03	LFQ intensity Adnp_IP04	LFQ intensity Adnp_IP05	LFQ intensity Adnp_IP06	LFQ intensity Chd4BF_IP07	LFQ intensity Chd4BF_IP08	LFQ intensity Chd4BF_IP09	LFQ intensity RBC_ctrl_IP01	LFQ intensity RBC_ctrl_IP02	LFQ intensity RBC_ctrl_IP03	MS/MS Count Adnp_IP04	MS/MS Count Adnp_IP05	MS/MS Count Adnp_IP06	MS/MS Count Chd4BF_IP07	MS/MS Count Chd4BF_IP08	MS/MS Count Chd4BF_IP09	MS/MS Count RBC_ctrl_IP01	MS/MS Count RBC_ctrl_IP02	MS/MS Count RBC_ctrl_IP03	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q9JIK5	Q9JIK5	3	3	3	Nucleolar RNA helicase 2	Ddx21	>sp|Q9JIK5|DDX21_MOUSE Nucleolar RNA helicase 2 OS=Mus musculus GN=Ddx21 PE=1 SV=3	1	3	3	3	2	2	0	1	2	0	0	0	0	2	2	0	1	2	0	0	0	0	2	2	0	1	2	0	0	0	0	6.8	6.8	6.8	93.55	851	851	0	8.229	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	5.4	4	0	2.6	4	0	0	0	0	24726000	5631100	5092800	0	4537000	9464800	0	0	0	0	504600	114920	103930	0	92591	193160	0	0	0	0	4589600	4060300	0	4766000	6087200	0	0	0	0	1	1	0	0	2	0	0	0	0	4				433	1261;3815;4001	True;True;True	1400;4247;4454	9010;9011;9012;9013;28808;28809;30623	15171;15172;49214;53095	15172;49214;53095		
Q9JJI8	Q9JJI8	1	1	1	60S ribosomal protein L38	Rpl38	>sp|Q9JJI8|RL38_MOUSE 60S ribosomal protein L38 OS=Mus musculus GN=Rpl38 PE=2 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18.6	18.6	18.6	8.2038	70	70	0.0052219	4.0775	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	18.6	18.6	18.6	18.6	18.6	18.6	18.6	18.6	18.6	102430000	6355300	7713000	8173700	14328000	21538000	19501000	4596900	4820200	15402000	34143000	2118400	2571000	2724600	4776000	7179500	6500300	1532300	1606700	5134000	6378300	5990000	7869600	11229000	14214000	15620000	6630000	6091200	16195000	1	1	1	0	3	2	0	1	1	10				434	2145	True	2363	15480;15481;15482;15483;15484;15485;15486;15487;15488	26017;26018;26019;26020;26021;26022;26023;26024;26025;26026	26018		
Q9JKX4-2;Q9JKX4-3;Q9JKX4	Q9JKX4-2;Q9JKX4-3;Q9JKX4	2;2;2	2;2;2	2;2;2	Protein AATF	Aatf	>sp|Q9JKX4-2|AATF_MOUSE Isoform 2 of Protein AATF OS=Mus musculus GN=Aatf;>sp|Q9JKX4-3|AATF_MOUSE Isoform 3 of Protein AATF OS=Mus musculus GN=Aatf;>sp|Q9JKX4|AATF_MOUSE Protein AATF OS=Mus musculus GN=Aatf PE=1 SV=1	3	2	2	2	1	2	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	11.2	11.2	11.2	47.084	411	411;458;526	0	6.5415	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	8	11.2	0	8	0	0	0	0	0	19790000	5090200	9390500	0	5309300	0	0	0	0	0	942380	242390	447170	0	252820	0	0	0	0	0	5385700	6719200	0	4590400	0	0	0	0	0	1	2	0	1	0	0	0	0	0	4				435	751;4767	True;True	839;5308	5085;35929;35930;35931	8503;62055;62056;62057	8503;62056		
Q9QXS1-10;Q9QXS1-9;Q9QXS1-12;Q9QXS1-11;Q9QXS1-13;Q9QXS1-5;Q9QXS1-3;Q9QXS1-16;Q9QXS1-4;Q9QXS1-14;Q9QXS1-6;Q9QXS1-7;Q9QXS1-8;Q9QXS1-2;Q9QXS1;E9Q3W4;Q9QXS1-15;F6R059;E9Q9J6	Q9QXS1-10;Q9QXS1-9;Q9QXS1-12;Q9QXS1-11;Q9QXS1-13;Q9QXS1-5;Q9QXS1-3;Q9QXS1-16;Q9QXS1-4;Q9QXS1-14;Q9QXS1-6;Q9QXS1-7;Q9QXS1-8;Q9QXS1-2;Q9QXS1;E9Q3W4;Q9QXS1-15	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;6;1	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;6;1	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;15;15;6;1	Plectin	Plec	>sp|Q9QXS1-10|PLEC_MOUSE Isoform PLEC-1D of Plectin OS=Mus musculus GN=Plec;>sp|Q9QXS1-9|PLEC_MOUSE Isoform PLEC-1D,2A of Plectin OS=Mus musculus GN=Plec;>sp|Q9QXS1-12|PLEC_MOUSE Isoform PLEC-1E of Plectin OS=Mus musculus GN=Plec;>sp|Q9QXS1-11|PLEC_MOUSE I	19	16	16	16	6	13	3	8	10	12	7	9	3	6	13	3	8	10	12	7	9	3	6	13	3	8	10	12	7	9	3	5.1	5.1	5.1	513.73	4511	4511;4516;4521;4526;4534;4543;4543;4544;4548;4550;4572;4577;4589;4686;4691;4386;4449;1646;676	0	44.232	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	1.9	4.3	0.8	2.9	3.4	3.5	2.5	3	0.8	147030000	8405500	32991000	2138900	20247000	39444000	22692000	8067700	9970400	3071300	523230	29913	117400	7611.9	72052	140370	80755	28711	35482	10930	9536100	20585000	2982600	25444000	21852000	21020000	4090400	12787000	5305800	1	8	1	4	6	8	0	3	0	31				436	14;27;290;564;632;2681;2727;2757;3391;3514;3595;3788;3902;3905;4131;5153	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	15;29;322;624;703;2950;3006;3041;3780;3919;4006;4218;4341;4344;4592;5734	39;40;41;42;117;118;119;120;121;122;123;124;125;1828;3849;3850;3851;3852;3853;4343;4344;4345;4346;4347;19955;19956;19957;19958;19959;19960;19961;19962;20214;20438;20439;20440;20441;20442;20443;20444;25581;25582;25583;26522;26523;27449;27450;27451;27452;27453;27454;27455;27456;28606;28607;28608;28609;28610;28611;28612;29886;29893;29894;29895;29896;31351;31352;31353;31354;31355;38813;38814	71;160;161;3272;6645;6646;6647;6648;6649;7570;34237;34238;34239;34240;34241;34242;34521;34926;43976;43977;45640;47314;47315;47316;47317;47318;48922;48923;51569;51572;54134;67217;67218	71;160;3272;6648;7570;34241;34521;34926;43976;45640;47318;48922;51569;51572;54134;67218		
Q9QZQ8-2;Q9QZQ8;Q8CCK0	Q9QZQ8-2;Q9QZQ8	5;5;2	5;5;2	5;5;2	Core histone macro-H2A.1	H2afy	>sp|Q9QZQ8-2|H2AY_MOUSE Isoform 1 of Core histone macro-H2A.1 OS=Mus musculus GN=H2afy;>sp|Q9QZQ8|H2AY_MOUSE Core histone macro-H2A.1 OS=Mus musculus GN=H2afy PE=1 SV=3	3	5	5	5	4	5	5	3	4	3	2	2	2	4	5	5	3	4	3	2	2	2	4	5	5	3	4	3	2	2	2	22	22	22	39.289	369	369;372;372	0	153.14	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	18.4	22	22	12.5	18.4	12.5	7.9	7.9	7	329060000	56582000	58194000	68392000	42184000	56484000	25613000	6530000	6977300	8102200	20566000	3536400	3637100	4274500	2636500	3530300	1600800	408130	436080	506390	53355000	42569000	60284000	37496000	36090000	21931000	12731000	11601000	9604100	7	6	8	5	4	2	1	1	2	36				437	50;180;1395;1553;1650	True;True;True;True;True	53;201;1540;1711;1812	214;215;216;217;218;1224;1225;1226;1227;1228;1229;1230;1231;1232;10131;10132;11224;11225;11226;11227;11228;11229;11230;11231;11808;11809;11810;11811;11812;11813;11814	289;290;291;292;2425;2426;2427;17308;17309;19023;19024;19025;19026;19027;19028;19029;19030;19031;19032;19033;19034;19909;19910;19911;19912;19913;19914;19915;19916;19917;19918;19919;19920;19921;19922;19923	292;2427;17309;19027;19912		
Q9R190	Q9R190	68	68	59	Metastasis-associated protein MTA2	Mta2	>sp|Q9R190|MTA2_MOUSE Metastasis-associated protein MTA2 OS=Mus musculus GN=Mta2 PE=1 SV=1	1	68	68	59	0	0	0	65	38	63	0	0	1	0	0	0	65	38	63	0	0	1	0	0	0	56	33	54	0	0	1	83.8	83.8	80.4	75.029	668	668	0	323.31	By matching	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By matching	0	0	0	78.6	67.4	83.8	0	0	3.4	33857000000	0	0	0	18487000000	962040000	14405000000	0	0	3303600	752380000	0	0	0	410820000	21379000	320100000	0	0	73413	0	0	0	23604000000	193600000	2791100000	0	0	19576000	0	0	0	322	66	301	0	0	0	689				438	12;101;229;230;280;302;303;304;305;543;544;545;546;554;596;597;601;645;812;813;1184;1185;1186;1187;1350;1386;1420;1437;1732;1817;2338;2339;2651;2652;2672;2673;2863;3189;3204;3278;3320;3345;3368;3384;3385;3446;3494;3520;3521;3540;3574;3644;3653;3662;3907;4206;4382;4434;4451;4498;4681;4682;4745;4925;4926;5045;5050;5051	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	13;116;256;257;258;312;341;342;343;344;345;602;603;604;605;614;663;664;669;670;719;906;907;1313;1314;1315;1316;1494;1531;1571;1589;1905;1996;2574;2575;2917;2918;2939;2940;3157;3556;3573;3657;3703;3729;3757;3773;3774;3840;3841;3892;3925;3926;3927;3949;3985;4056;4065;4074;4346;4347;4668;4669;4865;4923;4942;4994;5206;5207;5281;5484;5485;5614;5621;5622	31;32;584;585;1513;1514;1515;1516;1517;1518;1519;1520;1521;1522;1523;1524;1525;1526;1527;1789;1790;1791;2035;2036;2037;2038;2039;2040;2041;2042;2043;2044;2045;2046;2047;2048;2049;3775;3776;3777;3778;3779;3780;3781;3782;3783;3809;3810;4127;4128;4129;4130;4131;4132;4133;4134;4135;4136;4152;4153;4154;4155;4156;4157;4158;4159;4160;4161;4162;4163;4425;4426;4427;4428;4429;4430;5519;5520;5521;5522;5523;5524;5525;5526;5527;5528;5529;8252;8253;8254;8255;8256;8257;8258;8259;8260;8261;8262;8263;8264;8265;8266;8267;8268;8269;9896;9897;9898;9899;9900;9901;9902;9903;10078;10079;10080;10289;10290;10291;10357;12645;12646;12647;13137;13138;13139;13140;13141;16943;16944;16945;16946;16947;16948;16949;19813;19814;19815;19816;19817;19818;19819;19820;19919;19920;19921;19922;21085;24124;24125;24200;24201;24202;24914;24915;25099;25100;25275;25276;25277;25278;25279;25280;25413;25414;25415;25416;25541;25542;25543;25544;25545;25546;25547;25548;25905;25906;25907;25908;25909;25910;25911;25912;25913;25914;25915;25916;26265;26266;26267;26268;26269;26551;26552;26553;26554;26555;26556;26557;26558;26559;26560;26561;26670;26671;27324;27325;27326;27327;27328;27329;27330;27331;27709;27710;27711;27712;27713;27714;27730;27731;27732;27733;27773;27774;29900;29901;29902;31879;31880;31881;31882;31883;31884;31885;31886;31887;33091;33092;33093;33482;33483;33484;33579;33580;33581;33795;33796;35158;35159;35160;35161;35162;35163;35164;35165;35166;35718;35719;35720;35721;35722;35723;35724;36905;36906;36907;36908;36909;37827;37828;37829;37830;37889;37890;37891;37892;37893;37894;37895;37896;37897	66;67;978;979;980;981;2745;2746;2747;2748;2749;2750;2751;2752;2753;2754;2755;2756;2757;2758;2759;2760;2761;2762;2763;2764;2765;2766;2767;2768;2769;2770;2771;2772;2773;2774;2775;2776;2777;2778;2779;2780;2781;2782;2783;2784;2785;2786;2787;2788;2789;2790;2791;3235;3236;3237;3667;3668;3669;3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682;3683;3684;3685;3686;3687;6543;6544;6545;6546;6547;6548;6577;6578;6579;6580;7212;7213;7214;7215;7216;7217;7218;7219;7220;7221;7222;7223;7224;7225;7226;7227;7228;7229;7230;7231;7232;7233;7234;7235;7236;7237;7238;7239;7240;7241;7242;7243;7244;7245;7246;7267;7268;7269;7270;7271;7272;7273;7274;7275;7276;7277;7278;7279;7280;7281;7282;7283;7284;7285;7286;7287;7288;7289;7290;7291;7292;7293;7294;7295;7296;7297;7298;7299;7300;7301;7302;7303;7304;7663;7664;7665;7666;7667;7668;7669;7670;7671;7672;7673;7674;7675;7676;7677;7678;7679;9280;9281;9282;9283;9284;9285;9286;9287;9288;9289;9290;9291;9292;9293;9294;9295;9296;9297;9298;9299;9300;9301;9302;9303;9304;9305;9306;9307;9308;9309;9310;9311;9312;9313;9314;9315;9316;9317;9318;9319;9320;14032;14033;14034;14035;14036;14037;14038;14039;14040;14041;14042;14043;14044;14045;14046;14047;14048;14049;14050;14051;14052;14053;14054;14055;14056;14057;14058;14059;14060;14061;14062;14063;14064;14065;14066;14067;14068;14069;16947;16948;16949;16950;16951;16952;16953;16954;16955;16956;16957;16958;16959;16960;16961;16962;16963;16964;16965;16966;16967;16968;16969;16970;16971;16972;16973;16974;16975;16976;16977;16978;17196;17197;17198;17199;17200;17540;17541;17542;17543;17544;17545;17546;17636;21715;21716;21717;22336;22337;22338;22339;22340;22341;22342;22343;22344;28362;28363;28364;28365;28366;34021;34022;34023;34024;34025;34026;34027;34028;34029;34030;34031;34032;34033;34034;34035;34036;34037;34038;34039;34040;34041;34170;34171;34172;34173;34174;34175;34176;34177;34178;34179;34180;34181;34182;34183;34184;34185;34186;35969;41324;41325;41326;41327;41430;41431;41432;41433;42880;42881;42882;42883;43129;43130;43131;43132;43434;43435;43436;43437;43438;43439;43440;43441;43442;43443;43444;43445;43446;43447;43448;43449;43450;43451;43452;43453;43454;43641;43642;43643;43644;43645;43646;43647;43648;43649;43650;43651;43652;43653;43654;43655;43656;43657;43658;43659;43917;43918;43919;43920;43921;43922;43923;43924;43925;43926;43927;43928;43929;43930;43931;43932;43933;43934;43935;43936;43937;43938;43939;43940;43941;43942;44534;44535;44536;44537;44538;44539;44540;44541;44542;44543;44544;44545;44546;44547;44548;44549;44550;44551;44552;44553;44554;44555;44556;44557;44558;45275;45276;45277;45278;45279;45280;45281;45680;45681;45682;45683;45684;45685;45686;45687;45688;45689;45690;45691;45692;45693;45694;45695;45696;45697;45698;45699;45700;45701;45702;45703;45837;47090;47091;47092;47093;47094;47095;47096;47097;47098;47099;47100;47101;47102;47103;47104;47105;47106;47107;47108;47109;47110;47111;47112;47113;47800;47801;47802;47803;47804;47805;47806;47807;47808;47809;47810;47827;47828;47829;47830;47831;47832;47833;47834;47944;51574;51575;51576;51577;51578;51579;51580;55169;55170;55171;55172;55173;55174;55175;55176;55177;55178;55179;55180;55181;55182;55183;55184;55185;55186;55187;55188;55189;55190;55191;57154;57155;57156;57157;57158;57159;57160;57161;57162;57163;57164;57165;57166;57167;57168;57169;57170;57879;57880;57881;57882;58123;58124;58125;58126;58127;58128;58129;58130;58131;58132;58133;58498;60689;60690;60691;60692;60693;60694;60695;60696;60697;60698;60699;60700;60701;60702;60703;60704;60705;60706;60707;60708;60709;60710;60711;60712;60713;60714;60715;60716;60717;61691;61692;61693;61694;61695;61696;61697;61698;61699;61700;61701;61702;61703;61704;61705;61706;61707;61708;61709;61710;63640;63641;63642;63643;63644;63645;63646;63647;63648;63649;63650;63651;63652;65476;65477;65478;65479;65480;65481;65482;65483;65484;65485;65486;65597;65598;65599;65600;65601;65602;65603;65604;65605;65606;65607;65608;65609	66;979;2751;2770;3235;3671;3676;3683;3686;6543;6546;6547;6548;6578;7224;7245;7287;7665;9289;9316;14032;14034;14058;14069;16961;17200;17542;17636;21716;22340;28362;28364;34024;34038;34177;34186;35969;41326;41431;42881;43131;43442;43641;43923;43937;44546;45275;45680;45699;45837;47113;47809;47828;47944;51575;55175;57166;57882;58124;58498;60689;60712;61708;63647;63652;65485;65599;65607	496;497;498;499;500	220;235;309;356;565
Q9WTJ4	Q9WTJ4	4	4	4	Flt3-interacting zinc finger protein 1	Fiz1	>sp|Q9WTJ4|FIZ1_MOUSE Flt3-interacting zinc finger protein 1 OS=Mus musculus GN=Fiz1 PE=1 SV=1	1	4	4	4	3	3	3	2	4	2	2	2	2	3	3	3	2	4	2	2	2	2	3	3	3	2	4	2	2	2	2	13.4	13.4	13.4	52.685	500	500	0	88.738	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.2	8.2	8.2	6.2	13.4	6.2	6.2	6.2	6.2	124650000	7659200	12306000	12443000	12609000	53137000	11043000	4621400	6342000	4487800	8903500	547080	879010	888780	900640	3795500	788790	330100	453000	320560	7998200	7903000	10255000	12912000	28708000	10784000	7601900	10338000	5809600	2	2	3	4	9	4	2	3	3	32				439	388;553;2880;3531	True;True;True;True	432;613;3179;3940	2512;2513;2514;2515;2516;2517;2518;2519;2520;2521;3805;3806;3807;3808;21169;26634;26635;26636;26637;26638;26639;26640;26641;26642;26643;26644	4355;4356;4357;4358;4359;4360;4361;4362;4363;4364;4365;4366;4367;4368;4369;4370;4371;4372;4373;6576;36052;36053;45796;45797;45798;45799;45800;45801;45802;45803;45804;45805	4360;6576;36053;45800		
Q9WTM5;D3YXQ8	Q9WTM5	3;1	3;1	3;1	RuvB-like 2	Ruvbl2	>sp|Q9WTM5|RUVB2_MOUSE RuvB-like 2 OS=Mus musculus GN=Ruvbl2 PE=2 SV=3	2	3	3	3	1	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	8.2	8.2	8.2	51.112	463	463;221	0	6.6725	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	2.4	2.2	0	0	6	0	0	0	0	9371700	1723400	0	0	0	7648200	0	0	0	0	347100	63831	0	0	0	283270	0	0	0	0	1723400	0	0	0	5029200	0	0	0	0	0	1	0	0	2	0	0	0	0	3				440	1421;1528;4936	True;True;True	1572;1686;5495	10292;10293;11116;36954	17547;18890;63724	17547;18890;63724		
Q9WU62-2;Q9WU62	Q9WU62-2;Q9WU62	5;5	5;5	5;5	Inner centromere protein	Incenp	>sp|Q9WU62-2|INCE_MOUSE Isoform 2 of Inner centromere protein OS=Mus musculus GN=Incenp;>sp|Q9WU62|INCE_MOUSE Inner centromere protein OS=Mus musculus GN=Incenp PE=1 SV=2	2	5	5	5	3	4	2	2	5	2	0	0	0	3	4	2	2	5	2	0	0	0	3	4	2	2	5	2	0	0	0	13.4	13.4	13.4	100.77	876	876;880	0	9.8133	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	5.1	9.7	3.3	3.3	13.4	3.3	0	0	0	71741000	9475800	19918000	3125000	2412600	31774000	5035800	0	0	0	1992800	263220	553280	86807	67017	882620	139880	0	0	0	8418100	9954400	7172900	4816400	21144000	3264700	0	0	0	0	2	1	0	5	0	0	0	0	8				441	411;1785;2271;4799;4880	True;True;True;True;True	460;1960;2502;5344;5434	2673;12971;12972;16320;16321;16322;16323;16324;36128;36129;36130;36131;36645;36646;36647;36648;36649;36650	4558;22169;27354;62417;63164;63165;63166;63167	4558;22169;27354;62417;63167		
Q9Z0K8	Q9Z0K8	1	1	1	Pantetheinase	Vnn1	>sp|Q9Z0K8|VNN1_MOUSE Pantetheinase OS=Mus musculus GN=Vnn1 PE=1 SV=3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2.5	2.5	2.5	57.091	512	512	0	6.3768	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	240360000	24000000	28212000	26673000	39476000	32752000	24741000	18611000	24169000	21727000	11446000	1142800	1343400	1270200	1879800	1559600	1178200	886250	1150900	1034600	15181000	21831000	19426000	29459000	18676000	19747000	16612000	18492000	17188000	4	3	3	2	3	1	4	4	1	25				442	2985	True	3320;3321	22212;22213;22214;22215;22216;22217;22218;22219;22220;22221;22222;22223;22224;22225;22226;22227	38225;38226;38227;38228;38229;38230;38231;38232;38233;38234;38235;38236;38237;38238;38239;38240;38241;38242;38243;38244;38245;38246;38247;38248;38249	38231	501	276
Q9Z0Z7	Q9Z0Z7	5	5	5	Krueppel-like factor 5	Klf5	>sp|Q9Z0Z7|KLF5_MOUSE Krueppel-like factor 5 OS=Mus musculus GN=Klf5 PE=2 SV=2	1	5	5	5	2	2	3	3	5	4	1	1	1	2	2	3	3	5	4	1	1	1	2	2	3	3	5	4	1	1	1	21.3	21.3	21.3	49.753	446	446	0	29.93	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	8.7	5.8	15.5	12.6	21.3	17.7	3.6	3.6	3.6	96206000	4048400	4975400	16584000	17168000	36271000	15963000	355210	452240	387490	6413700	269890	331700	1105600	1144600	2418100	1064200	23680	30149	25833	6621100	10185000	10868000	10943000	16918000	9265700	4086100	3568600	3444700	2	2	1	3	8	4	0	1	0	21				443	1576;2348;2475;2677;5110	True;True;True;True;True	1736;2584;2722;2945;5689	11365;11366;11367;11368;11369;11370;11371;11372;11373;11374;11375;11376;11377;11378;16987;16988;16989;16990;18370;18371;18372;18373;19938;19939;19940;19941;38558	19167;19168;19169;19170;19171;19172;19173;19174;19175;19176;19177;28393;28394;28395;28396;31148;31149;34209;34210;34211;66649	19176;28396;31149;34209;66649		
